date,subbasin,runoff
2004-01-05,5710,0.141
2004-01-06,5710,0.059
2004-01-07,5710,0.071
2004-01-08,5710,0.167
2004-01-09,5710,0.084
2004-01-10,5710,0.136
2004-01-11,5710,0.112
2004-01-12,5710,0.161
2004-01-13,5710,0.1
2004-01-14,5710,0.07
2004-01-15,5710,0.171
2004-01-16,5710,0.076
2004-01-17,5710,0.053
2004-01-18,5710,0.07
2004-01-19,5710,0.081
2004-01-20,5710,0.07
2004-01-21,5710,0.055
2004-01-22,5710,0.057
2004-01-23,5710,0.066
2004-01-24,5710,0.048
2004-01-25,5710,0.036
2004-01-26,5710,0.027
2004-01-27,5710,0.022
2004-01-28,5710,0.018
2004-01-29,5710,0.015
2004-01-30,5710,0.366
2004-01-31,5710,0.304
2004-02-01,5710,0.161
2004-02-02,5710,0.345
2004-02-03,5710,0.196
2004-02-04,5710,0.31
2004-02-05,5710,0.122
2004-02-06,5710,0.094
2004-02-07,5710,0.099
2004-02-08,5710,0.069
2004-02-09,5710,0.052
2004-02-10,5710,0.045
2004-02-11,5710,0.035
2004-02-12,5710,0.028
2004-02-13,5710,0.023
2004-02-14,5710,0.019
2004-02-15,5710,0.016
2004-02-16,5710,0.018
2004-02-17,5710,0.015
2004-02-18,5710,0.013
2004-02-19,5710,0.012
2004-02-20,5710,0.01
2004-02-21,5710,0.01
2004-02-22,5710,0.009
2004-02-23,5710,0.009
2004-02-24,5710,0.008
2004-02-25,5710,0.008
2004-02-26,5710,0.008
2004-02-27,5710,0.007
2004-02-28,5710,0.007
2004-02-29,5710,0.008
2004-03-01,5710,0.007
2004-03-02,5710,0.009
2004-03-03,5710,0.035
2004-03-04,5710,0.027
2004-03-05,5710,0.03
2004-03-06,5710,0.025
2004-03-07,5710,0.024
2004-03-08,5710,0.019
2004-03-09,5710,0.015
2004-03-10,5710,0.013
2004-03-11,5710,0.011
2004-03-12,5710,0.01
2004-03-13,5710,0.022
2004-03-14,5710,0.05
2004-03-15,5710,0.076
2004-03-16,5710,0.05
2004-03-17,5710,0.034
2004-03-18,5710,0.096
2004-03-19,5710,0.091
2004-03-20,5710,0.133
2004-03-21,5710,0.089
2004-03-22,5710,0.061
2004-03-23,5710,0.047
2004-03-24,5710,0.04
2004-03-25,5710,0.031
2004-03-26,5710,0.025
2004-03-27,5710,0.02
2004-03-28,5710,0.017
2004-03-29,5710,0.014
2004-03-30,5710,0.013
2004-03-31,5710,0.011
2004-04-01,5710,0.028
2004-04-02,5710,0.035
2004-04-03,5710,0.072
2004-04-04,5710,0.089
2004-04-05,5710,0.076
2004-04-06,5710,0.057
2004-04-07,5710,0.04
2004-04-08,5710,0.029
2004-04-09,5710,0.025
2004-04-10,5710,0.02
2004-04-11,5710,0.016
2004-04-12,5710,0.014
2004-04-13,5710,0.012
2004-04-14,5710,0.011
2004-04-15,5710,0.02
2004-04-16,5710,0.032
2004-04-17,5710,0.106
2004-04-18,5710,0.073
2004-04-19,5710,0.049
2004-04-20,5710,0.041
2004-04-21,5710,0.094
2004-04-22,5710,0.053
2004-04-23,5710,0.037
2004-04-24,5710,0.027
2004-04-25,5710,0.022
2004-04-26,5710,0.018
2004-04-27,5710,0.015
2004-04-28,5710,0.013
2004-04-29,5710,0.012
2004-04-30,5710,0.01
2004-05-01,5710,0.01
2004-01-01,7086,0.03
2004-01-02,7086,0.03
2004-01-03,7086,0.032
2004-01-04,7086,0.082
2004-01-05,7086,0.467
2004-01-06,7086,0.299
2004-01-07,7086,0.481
2004-01-08,7086,1.289
2004-01-09,7086,0.654
2004-01-10,7086,0.835
2004-01-11,7086,0.76
2004-01-12,7086,0.869
2004-01-13,7086,0.58
2004-01-14,7086,0.294
2004-01-15,7086,0.832
2004-01-16,7086,0.413
2004-01-17,7086,0.209
2004-01-18,7086,0.243
2004-01-19,7086,0.294
2004-01-20,7086,0.308
2004-01-21,7086,0.214
2004-01-22,7086,0.239
2004-01-23,7086,0.275
2004-01-24,7086,0.168
2004-01-25,7086,0.103
2004-01-26,7086,0.059
2004-01-27,7086,0.038
2004-01-28,7086,0.028
2004-01-29,7086,0.023
2004-01-30,7086,1.001
2004-01-31,7086,1.783
2004-02-01,7086,1.01
2004-02-02,7086,1.258
2004-02-03,7086,1.177
2004-02-04,7086,1.606
2004-02-05,7086,0.738
2004-02-06,7086,0.443
2004-02-07,7086,0.541
2004-02-08,7086,0.275
2004-02-09,7086,0.145
2004-02-10,7086,0.12
2004-02-11,7086,0.082
2004-02-12,7086,0.056
2004-02-13,7086,0.047
2004-02-14,7086,0.038
2004-02-15,7086,0.031
2004-02-16,7086,0.139
2004-02-17,7086,0.081
2004-02-18,7086,0.063
2004-02-19,7086,0.041
2004-02-20,7086,0.03
2004-02-21,7086,0.025
2004-02-22,7086,0.023
2004-02-23,7086,0.022
2004-02-24,7086,0.024
2004-02-25,7086,0.022
2004-02-26,7086,0.021
2004-02-27,7086,0.02
2004-02-28,7086,0.02
2004-02-29,7086,0.021
2004-03-01,7086,0.02
2004-03-02,7086,0.022
2004-03-03,7086,0.158
2004-03-04,7086,0.148
2004-03-05,7086,0.162
2004-03-06,7086,0.154
2004-03-07,7086,0.13
2004-03-08,7086,0.091
2004-03-09,7086,0.057
2004-03-10,7086,0.038
2004-03-11,7086,0.028
2004-03-12,7086,0.024
2004-03-13,7086,0.123
2004-03-14,7086,0.326
2004-03-15,7086,0.27
2004-03-16,7086,0.156
2004-03-17,7086,0.086
2004-03-18,7086,0.587
2004-03-19,7086,0.515
2004-03-20,7086,0.729
2004-03-21,7086,0.472
2004-03-22,7086,0.258
2004-03-23,7086,0.18
2004-03-24,7086,0.207
2004-03-25,7086,0.132
2004-03-26,7086,0.085
2004-03-27,7086,0.052
2004-03-28,7086,0.036
2004-03-29,7086,0.028
2004-03-30,7086,0.024
2004-03-31,7086,0.022
2004-04-01,7086,0.208
2004-04-02,7086,0.333
2004-04-03,7086,0.565
2004-04-04,7086,0.435
2004-04-05,7086,0.319
2004-04-06,7086,0.208
2004-04-07,7086,0.118
2004-04-08,7086,0.068
2004-04-09,7086,0.051
2004-04-10,7086,0.036
2004-04-11,7086,0.028
2004-04-12,7086,0.024
2004-04-13,7086,0.022
2004-04-14,7086,0.021
2004-04-15,7086,0.056
2004-04-16,7086,0.249
2004-04-17,7086,0.752
2004-04-18,7086,0.562
2004-04-19,7086,0.327
2004-04-20,7086,0.329
2004-04-21,7086,0.464
2004-04-22,7086,0.235
2004-04-23,7086,0.124
2004-04-24,7086,0.071
2004-04-25,7086,0.045
2004-04-26,7086,0.033
2004-04-27,7086,0.027
2004-04-28,7086,0.024
2004-04-29,7086,0.022
2004-04-30,7086,0.021
2004-05-01,7086,0.02
2004-01-01,6630,0.02
2004-01-02,6630,0.029
2004-01-03,6630,0.032
2004-01-04,6630,0.063
2004-01-05,6630,0.15
2004-01-06,6630,0.085
2004-01-07,6630,0.11
2004-01-08,6630,0.219
2004-01-09,6630,0.133
2004-01-10,6630,0.184
2004-01-11,6630,0.157
2004-01-12,6630,0.19
2004-01-13,6630,0.14
2004-01-14,6630,0.073
2004-01-15,6630,0.258
2004-01-16,6630,0.107
2004-01-17,6630,0.053
2004-01-18,6630,0.085
2004-01-19,6630,0.102
2004-01-20,6630,0.082
2004-01-21,6630,0.053
2004-01-22,6630,0.067
2004-01-23,6630,0.082
2004-01-24,6630,0.047
2004-01-25,6630,0.028
2004-01-26,6630,0.016
2004-01-27,6630,0.011
2004-01-28,6630,0.008
2004-01-29,6630,0.007
2004-01-30,6630,0.328
2004-01-31,6630,0.429
2004-02-01,6630,0.259
2004-02-02,6630,0.42
2004-02-03,6630,0.283
2004-02-04,6630,0.423
2004-02-05,6630,0.17
2004-02-06,6630,0.124
2004-02-07,6630,0.132
2004-02-08,6630,0.066
2004-02-09,6630,0.035
2004-02-10,6630,0.032
2004-02-11,6630,0.027
2004-02-12,6630,0.016
2004-02-13,6630,0.011
2004-02-14,6630,0.009
2004-02-15,6630,0.008
2004-02-16,6630,0.023
2004-02-17,6630,0.014
2004-02-18,6630,0.011
2004-02-19,6630,0.009
2004-02-20,6630,0.008
2004-02-21,6630,0.008
2004-02-22,6630,0.007
2004-02-23,6630,0.007
2004-02-24,6630,0.007
2004-02-25,6630,0.007
2004-02-26,6630,0.007
2004-02-27,6630,0.007
2004-02-28,6630,0.007
2004-02-29,6630,0.01
2004-03-01,6630,0.009
2004-03-02,6630,0.009
2004-03-03,6630,0.059
2004-03-04,6630,0.041
2004-03-05,6630,0.059
2004-03-06,6630,0.038
2004-03-07,6630,0.026
2004-03-08,6630,0.018
2004-03-09,6630,0.012
2004-03-10,6630,0.009
2004-03-11,6630,0.008
2004-03-12,6630,0.007
2004-03-13,6630,0.03
2004-03-14,6630,0.076
2004-03-15,6630,0.093
2004-03-16,6630,0.051
2004-03-17,6630,0.027
2004-03-18,6630,0.141
2004-03-19,6630,0.13
2004-03-20,6630,0.162
2004-03-21,6630,0.118
2004-03-22,6630,0.066
2004-03-23,6630,0.04
2004-03-24,6630,0.035
2004-03-25,6630,0.022
2004-03-26,6630,0.016
2004-03-27,6630,0.011
2004-03-28,6630,0.009
2004-03-29,6630,0.008
2004-03-30,6630,0.007
2004-03-31,6630,0.007
2004-04-01,6630,0.039
2004-04-02,6630,0.059
2004-04-03,6630,0.123
2004-04-04,6630,0.112
2004-04-05,6630,0.103
2004-04-06,6630,0.067
2004-04-07,6630,0.035
2004-04-08,6630,0.02
2004-04-09,6630,0.016
2004-04-10,6630,0.011
2004-04-11,6630,0.009
2004-04-12,6630,0.008
2004-04-13,6630,0.007
2004-04-14,6630,0.007
2004-04-15,6630,0.028
2004-04-16,6630,0.049
2004-04-17,6630,0.166
2004-04-18,6630,0.136
2004-04-19,6630,0.071
2004-04-20,6630,0.062
2004-04-21,6630,0.115
2004-04-22,6630,0.058
2004-04-23,6630,0.031
2004-04-24,6630,0.018
2004-04-25,6630,0.012
2004-04-26,6630,0.009
2004-04-27,6630,0.008
2004-04-28,6630,0.007
2004-04-29,6630,0.007
2004-04-30,6630,0.007
2004-05-01,6630,0.007
2004-01-01,6198,0.008
2004-01-02,6198,0.007
2004-01-03,6198,0.008
2004-01-04,6198,0.025
2004-01-05,6198,0.125
2004-01-06,6198,0.082
2004-01-07,6198,0.113
2004-01-08,6198,0.279
2004-01-09,6198,0.149
2004-01-10,6198,0.191
2004-01-11,6198,0.165
2004-01-12,6198,0.195
2004-01-13,6198,0.133
2004-01-14,6198,0.067
2004-01-15,6198,0.192
2004-01-16,6198,0.091
2004-01-17,6198,0.046
2004-01-18,6198,0.072
2004-01-19,6198,0.084
2004-01-20,6198,0.069
2004-01-21,6198,0.045
2004-01-22,6198,0.054
2004-01-23,6198,0.065
2004-01-24,6198,0.038
2004-01-25,6198,0.023
2004-01-26,6198,0.014
2004-01-27,6198,0.01
2004-01-28,6198,0.008
2004-01-29,6198,0.007
2004-01-30,6198,0.282
2004-01-31,6198,0.402
2004-02-01,6198,0.226
2004-02-02,6198,0.325
2004-02-03,6198,0.254
2004-02-04,6198,0.369
2004-02-05,6198,0.158
2004-02-06,6198,0.103
2004-02-07,6198,0.119
2004-02-08,6198,0.06
2004-02-09,6198,0.032
2004-02-10,6198,0.03
2004-02-11,6198,0.018
2004-02-12,6198,0.012
2004-02-13,6198,0.01
2004-02-14,6198,0.008
2004-02-15,6198,0.008
2004-02-16,6198,0.021
2004-02-17,6198,0.014
2004-02-18,6198,0.011
2004-02-19,6198,0.009
2004-02-20,6198,0.008
2004-02-21,6198,0.008
2004-02-22,6198,0.007
2004-02-23,6198,0.007
2004-02-24,6198,0.007
2004-02-25,6198,0.007
2004-02-26,6198,0.007
2004-02-27,6198,0.007
2004-02-28,6198,0.007
2004-02-29,6198,0.007
2004-03-01,6198,0.007
2004-03-02,6198,0.007
2004-03-03,6198,0.043
2004-03-04,6198,0.04
2004-03-05,6198,0.048
2004-03-06,6198,0.034
2004-03-07,6198,0.031
2004-03-08,6198,0.021
2004-03-09,6198,0.014
2004-03-10,6198,0.01
2004-03-11,6198,0.008
2004-03-12,6198,0.008
2004-03-13,6198,0.032
2004-03-14,6198,0.082
2004-03-15,6198,0.091
2004-03-16,6198,0.052
2004-03-17,6198,0.028
2004-03-18,6198,0.142
2004-03-19,6198,0.126
2004-03-20,6198,0.174
2004-03-21,6198,0.117
2004-03-22,6198,0.064
2004-03-23,6198,0.043
2004-03-24,6198,0.042
2004-03-25,6198,0.028
2004-03-26,6198,0.02
2004-03-27,6198,0.013
2004-03-28,6198,0.01
2004-03-29,6198,0.008
2004-03-30,6198,0.008
2004-03-31,6198,0.007
2004-04-01,6198,0.05
2004-04-02,6198,0.089
2004-04-03,6198,0.136
2004-04-04,6198,0.121
2004-04-05,6198,0.099
2004-04-06,6198,0.065
2004-04-07,6198,0.035
2004-04-08,6198,0.02
2004-04-09,6198,0.017
2004-04-10,6198,0.012
2004-04-11,6198,0.009
2004-04-12,6198,0.008
2004-04-13,6198,0.007
2004-04-14,6198,0.007
2004-04-15,6198,0.028
2004-04-16,6198,0.052
2004-04-17,6198,0.178
2004-04-18,6198,0.129
2004-04-19,6198,0.081
2004-04-20,6198,0.074
2004-04-21,6198,0.139
2004-04-22,6198,0.069
2004-04-23,6198,0.036
2004-04-24,6198,0.021
2004-04-25,6198,0.013
2004-04-26,6198,0.01
2004-04-27,6198,0.008
2004-04-28,6198,0.008
2004-04-29,6198,0.007
2004-04-30,6198,0.007
2004-05-01,6198,0.007
2004-01-01,6056,0.012
2004-01-02,6056,0.015
2004-01-03,6056,0.017
2004-01-04,6056,0.03
2004-01-05,6056,0.078
2004-01-06,6056,0.046
2004-01-07,6056,0.053
2004-01-08,6056,0.1
2004-01-09,6056,0.063
2004-01-10,6056,0.085
2004-01-11,6056,0.075
2004-01-12,6056,0.094
2004-01-13,6056,0.069
2004-01-14,6056,0.042
2004-01-15,6056,0.11
2004-01-16,6056,0.053
2004-01-17,6056,0.032
2004-01-18,6056,0.044
2004-01-19,6056,0.051
2004-01-20,6056,0.043
2004-01-21,6056,0.031
2004-01-22,6056,0.035
2004-01-23,6056,0.042
2004-01-24,6056,0.027
2004-01-25,6056,0.018
2004-01-26,6056,0.012
2004-01-27,6056,0.009
2004-01-28,6056,0.007
2004-01-29,6056,0.006
2004-01-30,6056,0.182
2004-01-31,6056,0.2
2004-02-01,6056,0.118
2004-02-02,6056,0.211
2004-02-03,6056,0.136
2004-02-04,6056,0.2
2004-02-05,6056,0.085
2004-02-06,6056,0.062
2004-02-07,6056,0.065
2004-02-08,6056,0.04
2004-02-09,6056,0.027
2004-02-10,6056,0.024
2004-02-11,6056,0.017
2004-02-12,6056,0.013
2004-02-13,6056,0.011
2004-02-14,6056,0.009
2004-02-15,6056,0.008
2004-02-16,6056,0.012
2004-02-17,6056,0.009
2004-02-18,6056,0.007
2004-02-19,6056,0.006
2004-02-20,6056,0.006
2004-02-21,6056,0.005
2004-02-22,6056,0.005
2004-02-23,6056,0.005
2004-02-24,6056,0.005
2004-02-25,6056,0.004
2004-02-26,6056,0.004
2004-02-27,6056,0.004
2004-02-28,6056,0.004
2004-02-29,6056,0.005
2004-03-01,6056,0.005
2004-03-02,6056,0.005
2004-03-03,6056,0.031
2004-03-04,6056,0.022
2004-03-05,6056,0.024
2004-03-06,6056,0.017
2004-03-07,6056,0.014
2004-03-08,6056,0.01
2004-03-09,6056,0.007
2004-03-10,6056,0.006
2004-03-11,6056,0.005
2004-03-12,6056,0.005
2004-03-13,6056,0.015
2004-03-14,6056,0.033
2004-03-15,6056,0.046
2004-03-16,6056,0.028
2004-03-17,6056,0.017
2004-03-18,6056,0.063
2004-03-19,6056,0.059
2004-03-20,6056,0.076
2004-03-21,6056,0.059
2004-03-22,6056,0.036
2004-03-23,6056,0.025
2004-03-24,6056,0.022
2004-03-25,6056,0.015
2004-03-26,6056,0.012
2004-03-27,6056,0.009
2004-03-28,6056,0.008
2004-03-29,6056,0.007
2004-03-30,6056,0.006
2004-03-31,6056,0.006
2004-04-01,6056,0.018
2004-04-02,6056,0.025
2004-04-03,6056,0.051
2004-04-04,6056,0.054
2004-04-05,6056,0.048
2004-04-06,6056,0.033
2004-04-07,6056,0.02
2004-04-08,6056,0.014
2004-04-09,6056,0.012
2004-04-10,6056,0.009
2004-04-11,6056,0.007
2004-04-12,6056,0.006
2004-04-13,6056,0.006
2004-04-14,6056,0.005
2004-04-15,6056,0.012
2004-04-16,6056,0.021
2004-04-17,6056,0.07
2004-04-18,6056,0.055
2004-04-19,6056,0.032
2004-04-20,6056,0.027
2004-04-21,6056,0.055
2004-04-22,6056,0.031
2004-04-23,6056,0.019
2004-04-24,6056,0.013
2004-04-25,6056,0.01
2004-04-26,6056,0.008
2004-04-27,6056,0.007
2004-04-28,6056,0.006
2004-04-29,6056,0.006
2004-04-30,6056,0.005
2004-05-01,6056,0.005
2004-01-01,7491,0.01
2004-01-02,7491,0.008
2004-01-03,7491,0.013
2004-01-04,7491,0.031
2004-01-05,7491,0.196
2004-01-06,7491,0.126
2004-01-07,7491,0.204
2004-01-08,7491,0.541
2004-01-09,7491,0.283
2004-01-10,7491,0.335
2004-01-11,7491,0.342
2004-01-12,7491,0.371
2004-01-13,7491,0.245
2004-01-14,7491,0.121
2004-01-15,7491,0.387
2004-01-16,7491,0.183
2004-01-17,7491,0.089
2004-01-18,7491,0.098
2004-01-19,7491,0.111
2004-01-20,7491,0.124
2004-01-21,7491,0.09
2004-01-22,7491,0.094
2004-01-23,7491,0.116
2004-01-24,7491,0.074
2004-01-25,7491,0.045
2004-01-26,7491,0.025
2004-01-27,7491,0.015
2004-01-28,7491,0.011
2004-01-29,7491,0.009
2004-01-30,7491,0.349
2004-01-31,7491,0.776
2004-02-01,7491,0.408
2004-02-02,7491,0.487
2004-02-03,7491,0.453
2004-02-04,7491,0.521
2004-02-05,7491,0.262
2004-02-06,7491,0.162
2004-02-07,7491,0.213
2004-02-08,7491,0.105
2004-02-09,7491,0.053
2004-02-10,7491,0.043
2004-02-11,7491,0.024
2004-02-12,7491,0.016
2004-02-13,7491,0.012
2004-02-14,7491,0.013
2004-02-15,7491,0.011
2004-02-16,7491,0.059
2004-02-17,7491,0.032
2004-02-18,7491,0.024
2004-02-19,7491,0.016
2004-02-20,7491,0.012
2004-02-21,7491,0.01
2004-02-22,7491,0.009
2004-02-23,7491,0.009
2004-02-24,7491,0.009
2004-02-25,7491,0.008
2004-02-26,7491,0.008
2004-02-27,7491,0.008
2004-02-28,7491,0.008
2004-02-29,7491,0.008
2004-03-01,7491,0.008
2004-03-02,7491,0.008
2004-03-03,7491,0.071
2004-03-04,7491,0.069
2004-03-05,7491,0.062
2004-03-06,7491,0.067
2004-03-07,7491,0.051
2004-03-08,7491,0.04
2004-03-09,7491,0.029
2004-03-10,7491,0.018
2004-03-11,7491,0.013
2004-03-12,7491,0.01
2004-03-13,7491,0.045
2004-03-14,7491,0.14
2004-03-15,7491,0.102
2004-03-16,7491,0.052
2004-03-17,7491,0.029
2004-03-18,7491,0.219
2004-03-19,7491,0.204
2004-03-20,7491,0.324
2004-03-21,7491,0.202
2004-03-22,7491,0.102
2004-03-23,7491,0.062
2004-03-24,7491,0.08
2004-03-25,7491,0.052
2004-03-26,7491,0.032
2004-03-27,7491,0.019
2004-03-28,7491,0.013
2004-03-29,7491,0.01
2004-03-30,7491,0.009
2004-03-31,7491,0.008
2004-04-01,7491,0.096
2004-04-02,7491,0.125
2004-04-03,7491,0.272
2004-04-04,7491,0.198
2004-04-05,7491,0.145
2004-04-06,7491,0.09
2004-04-07,7491,0.051
2004-04-08,7491,0.028
2004-04-09,7491,0.022
2004-04-10,7491,0.014
2004-04-11,7491,0.011
2004-04-12,7491,0.009
2004-04-13,7491,0.009
2004-04-14,7491,0.008
2004-04-15,7491,0.024
2004-04-16,7491,0.145
2004-04-17,7491,0.283
2004-04-18,7491,0.255
2004-04-19,7491,0.134
2004-04-20,7491,0.109
2004-04-21,7491,0.147
2004-04-22,7491,0.073
2004-04-23,7491,0.038
2004-04-24,7491,0.022
2004-04-25,7491,0.015
2004-04-26,7491,0.011
2004-04-27,7491,0.01
2004-04-28,7491,0.009
2004-04-29,7491,0.008
2004-04-30,7491,0.008
2004-05-01,7491,0.008
2004-01-01,7486,0.003
2004-01-02,7486,0.003
2004-01-03,7486,0.004
2004-01-04,7486,0.011
2004-01-05,7486,0.065
2004-01-06,7486,0.041
2004-01-07,7486,0.067
2004-01-08,7486,0.176
2004-01-09,7486,0.094
2004-01-10,7486,0.115
2004-01-11,7486,0.113
2004-01-12,7486,0.123
2004-01-13,7486,0.082
2004-01-14,7486,0.041
2004-01-15,7486,0.126
2004-01-16,7486,0.061
2004-01-17,7486,0.03
2004-01-18,7486,0.035
2004-01-19,7486,0.041
2004-01-20,7486,0.045
2004-01-21,7486,0.032
2004-01-22,7486,0.035
2004-01-23,7486,0.042
2004-01-24,7486,0.027
2004-01-25,7486,0.016
2004-01-26,7486,0.009
2004-01-27,7486,0.005
2004-01-28,7486,0.004
2004-01-29,7486,0.003
2004-01-30,7486,0.126
2004-01-31,7486,0.259
2004-02-01,7486,0.14
2004-02-02,7486,0.171
2004-02-03,7486,0.16
2004-02-04,7486,0.183
2004-02-05,7486,0.091
2004-02-06,7486,0.056
2004-02-07,7486,0.075
2004-02-08,7486,0.036
2004-02-09,7486,0.018
2004-02-10,7486,0.015
2004-02-11,7486,0.008
2004-02-12,7486,0.005
2004-02-13,7486,0.004
2004-02-14,7486,0.003
2004-02-15,7486,0.003
2004-02-16,7486,0.019
2004-02-17,7486,0.01
2004-02-18,7486,0.007
2004-02-19,7486,0.005
2004-02-20,7486,0.004
2004-02-21,7486,0.003
2004-02-22,7486,0.003
2004-02-23,7486,0.003
2004-02-24,7486,0.003
2004-02-25,7486,0.003
2004-02-26,7486,0.003
2004-02-27,7486,0.003
2004-02-28,7486,0.003
2004-02-29,7486,0.003
2004-03-01,7486,0.003
2004-03-02,7486,0.003
2004-03-03,7486,0.027
2004-03-04,7486,0.024
2004-03-05,7486,0.024
2004-03-06,7486,0.024
2004-03-07,7486,0.019
2004-03-08,7486,0.014
2004-03-09,7486,0.009
2004-03-10,7486,0.006
2004-03-11,7486,0.004
2004-03-12,7486,0.003
2004-03-13,7486,0.017
2004-03-14,7486,0.042
2004-03-15,7486,0.032
2004-03-16,7486,0.016
2004-03-17,7486,0.009
2004-03-18,7486,0.076
2004-03-19,7486,0.069
2004-03-20,7486,0.104
2004-03-21,7486,0.065
2004-03-22,7486,0.034
2004-03-23,7486,0.022
2004-03-24,7486,0.027
2004-03-25,7486,0.017
2004-03-26,7486,0.011
2004-03-27,7486,0.006
2004-03-28,7486,0.004
2004-03-29,7486,0.003
2004-03-30,7486,0.003
2004-03-31,7486,0.003
2004-04-01,7486,0.029
2004-04-02,7486,0.044
2004-04-03,7486,0.088
2004-04-04,7486,0.065
2004-04-05,7486,0.048
2004-04-06,7486,0.03
2004-04-07,7486,0.017
2004-04-08,7486,0.009
2004-04-09,7486,0.007
2004-04-10,7486,0.005
2004-04-11,7486,0.004
2004-04-12,7486,0.003
2004-04-13,7486,0.003
2004-04-14,7486,0.003
2004-04-15,7486,0.007
2004-04-16,7486,0.042
2004-04-17,7486,0.1
2004-04-18,7486,0.082
2004-04-19,7486,0.045
2004-04-20,7486,0.04
2004-04-21,7486,0.056
2004-04-22,7486,0.028
2004-04-23,7486,0.014
2004-04-24,7486,0.008
2004-04-25,7486,0.005
2004-04-26,7486,0.004
2004-04-27,7486,0.003
2004-04-28,7486,0.003
2004-04-29,7486,0.003
2004-04-30,7486,0.003
2004-05-01,7486,0.003
2004-01-01,5697,0.009
2004-01-02,5697,0.012
2004-01-03,5697,0.013
2004-01-04,5697,0.023
2004-01-05,5697,0.07
2004-01-06,5697,0.039
2004-01-07,5697,0.045
2004-01-08,5697,0.096
2004-01-09,5697,0.056
2004-01-10,5697,0.077
2004-01-11,5697,0.068
2004-01-12,5697,0.085
2004-01-13,5697,0.059
2004-01-14,5697,0.034
2004-01-15,5697,0.082
2004-01-16,5697,0.042
2004-01-17,5697,0.024
2004-01-18,5697,0.036
2004-01-19,5697,0.043
2004-01-20,5697,0.035
2004-01-21,5697,0.025
2004-01-22,5697,0.027
2004-01-23,5697,0.033
2004-01-24,5697,0.021
2004-01-25,5697,0.014
2004-01-26,5697,0.009
2004-01-27,5697,0.007
2004-01-28,5697,0.006
2004-01-29,5697,0.005
2004-01-30,5697,0.172
2004-01-31,5697,0.176
2004-02-01,5697,0.102
2004-02-02,5697,0.187
2004-02-03,5697,0.123
2004-02-04,5697,0.182
2004-02-05,5697,0.073
2004-02-06,5697,0.048
2004-02-07,5697,0.054
2004-02-08,5697,0.031
2004-02-09,5697,0.02
2004-02-10,5697,0.018
2004-02-11,5697,0.013
2004-02-12,5697,0.009
2004-02-13,5697,0.008
2004-02-14,5697,0.006
2004-02-15,5697,0.006
2004-02-16,5697,0.009
2004-02-17,5697,0.007
2004-02-18,5697,0.005
2004-02-19,5697,0.005
2004-02-20,5697,0.004
2004-02-21,5697,0.004
2004-02-22,5697,0.004
2004-02-23,5697,0.004
2004-02-24,5697,0.004
2004-02-25,5697,0.004
2004-02-26,5697,0.004
2004-02-27,5697,0.004
2004-02-28,5697,0.004
2004-02-29,5697,0.004
2004-03-01,5697,0.004
2004-03-02,5697,0.005
2004-03-03,5697,0.021
2004-03-04,5697,0.015
2004-03-05,5697,0.018
2004-03-06,5697,0.014
2004-03-07,5697,0.013
2004-03-08,5697,0.01
2004-03-09,5697,0.007
2004-03-10,5697,0.005
2004-03-11,5697,0.005
2004-03-12,5697,0.004
2004-03-13,5697,0.013
2004-03-14,5697,0.036
2004-03-15,5697,0.046
2004-03-16,5697,0.026
2004-03-17,5697,0.015
2004-03-18,5697,0.057
2004-03-19,5697,0.055
2004-03-20,5697,0.079
2004-03-21,5697,0.055
2004-03-22,5697,0.032
2004-03-23,5697,0.022
2004-03-24,5697,0.019
2004-03-25,5697,0.013
2004-03-26,5697,0.01
2004-03-27,5697,0.008
2004-03-28,5697,0.006
2004-03-29,5697,0.005
2004-03-30,5697,0.005
2004-03-31,5697,0.004
2004-04-01,5697,0.019
2004-04-02,5697,0.026
2004-04-03,5697,0.052
2004-04-04,5697,0.054
2004-04-05,5697,0.047
2004-04-06,5697,0.032
2004-04-07,5697,0.019
2004-04-08,5697,0.012
2004-04-09,5697,0.01
2004-04-10,5697,0.008
2004-04-11,5697,0.006
2004-04-12,5697,0.005
2004-04-13,5697,0.005
2004-04-14,5697,0.004
2004-04-15,5697,0.011
2004-04-16,5697,0.02
2004-04-17,5697,0.067
2004-04-18,5697,0.049
2004-04-19,5697,0.029
2004-04-20,5697,0.025
2004-04-21,5697,0.06
2004-04-22,5697,0.031
2004-04-23,5697,0.018
2004-04-24,5697,0.012
2004-04-25,5697,0.008
2004-04-26,5697,0.007
2004-04-27,5697,0.006
2004-04-28,5697,0.005
2004-04-29,5697,0.004
2004-04-30,5697,0.004
2004-05-01,5697,0.004
2004-01-01,7145,0.015
2004-01-02,7145,0.018
2004-01-03,7145,0.012
2004-01-04,7145,0.018
2004-01-05,7145,0.049
2004-01-06,7145,0.029
2004-01-07,7145,0.042
2004-01-08,7145,0.096
2004-01-09,7145,0.055
2004-01-10,7145,0.084
2004-01-11,7145,0.067
2004-01-12,7145,0.077
2004-01-13,7145,0.059
2004-01-14,7145,0.031
2004-01-15,7145,0.108
2004-01-16,7145,0.043
2004-01-17,7145,0.022
2004-01-18,7145,0.043
2004-01-19,7145,0.051
2004-01-20,7145,0.039
2004-01-21,7145,0.026
2004-01-22,7145,0.031
2004-01-23,7145,0.033
2004-01-24,7145,0.019
2004-01-25,7145,0.012
2004-01-26,7145,0.007
2004-01-27,7145,0.005
